tr,eu5,imm7,ref2,ref3,ref4,country,germany,name,male,age,edu,income,unemployed,lrscale
0,0.1,0,0.25,0.25,0,1,0,France,1,58,3,4,0,2
0,,0,0,0.75,0,1,0,France,0,80,1,1,0,4
0,,0.5,0.75,,0.75,1,0,France,1,26,3,4,0,7
0,0.4,0.5,0.75,0.75,1,1,0,France,0,29,1,3,0,5
0,0.2,0,0,0.5,0,1,0,France,1,56,3,5,0,10
0,0.5,0.3,0.25,1,0.25,1,0,France,1,72,7,1,0,7
0,0.7,0.7,0.25,0.75,0.5,1,0,France,0,40,7,10,0,6
0,0.6,0.5,0.5,0.75,1,1,0,France,0,36,7,10,0,4
0,0.2,0.3,0.75,0.75,0,1,0,France,0,59,1,,0,
0,0.5,0.2,0.75,0.5,0.25,1,0,France,1,56,3,3,0,2
0,0.5,0.9,0.5,0.75,1,1,0,France,1,46,3,,0,5
1,0.2,0.7,1,0.5,0.75,1,0,France,0,45,4,8,0,0
0,0.8,0.7,1,0.5,1,1,0,France,1,39,5,4,0,5
0,0.6,0.4,1,0.5,0,1,0,France,0,31,3,7,0,
0,0.1,0.1,0,0.5,0,1,0,France,1,45,3,4,0,5
0,0.1,0.3,0.5,0.5,0.5,1,0,France,1,57,3,5,0,3
0,0.6,0.3,0,0.75,0,1,0,France,0,28,4,5,1,1
0,0.6,0.5,0.75,0.25,0.5,1,0,France,1,72,5,9,0,8
0,0.5,0.5,0.5,,0.5,1,0,France,0,72,1,,0,
0,0.8,0.5,0.5,,,1,0,France,0,42,7,,0,5
1,0.9,0.8,1,0.75,0.75,1,0,France,1,58,7,10,0,7
0,0.2,1,1,1,1,1,0,France,0,38,7,1,1,1
0,0.4,0.7,0.75,0.75,0.75,1,0,France,0,56,4,3,0,5
0,0.5,0.5,0.75,0.25,0.75,1,0,France,1,46,5,7,0,7
0,0.7,0.6,1,0,0.5,1,0,France,0,70,3,5,0,7
0,0.3,0.5,0.25,0.5,0.75,1,0,France,0,38,5,8,0,5
0,0.5,0.5,0.5,0.5,0.5,1,0,France,0,71,3,10,0,9
0,1,0.7,0.5,0.5,0.5,1,0,France,1,40,3,9,0,5
1,0.6,0.5,0.75,0.75,0.75,1,0,France,1,63,3,9,0,5
0,0.4,0.4,0.75,0.75,1,1,0,France,0,65,4,1,0,5
0,0.3,0.5,0.75,0.5,0.75,1,0,France,1,43,5,9,0,3
1,0.5,0.4,0.75,0.5,0.75,1,0,France,0,46,6,7,0,2
0,0.8,0.5,,,0.75,1,0,France,0,68,7,8,0,3
0,0.8,0.8,0.25,1,0.5,1,0,France,1,56,4,4,0,6
1,0.7,0.8,0.75,0.5,0.75,1,0,France,1,28,6,8,0,5
1,0.8,0.2,0.75,0.25,0.25,1,0,France,1,68,2,4,0,10
0,0,0,0,1,0,1,0,France,1,64,1,3,0,2
0,0.6,0.5,0.5,0.75,0.75,1,0,France,0,32,4,7,0,5
0,0.4,0.2,0.25,0.5,0.5,1,0,France,0,47,4,5,0,10
1,0.1,0.6,0.25,0.5,1,1,0,France,1,26,4,8,0,5
1,0.7,0.5,0.75,0.25,0.75,1,0,France,0,69,3,7,0,5
0,0.4,,0.5,,0.75,1,0,France,0,47,5,9,0,6
0,0.3,0.3,0.25,0,0,1,0,France,1,70,4,9,0,6
0,0.6,0.2,0.25,0.25,0.25,1,0,France,1,29,7,7,0,8
0,0.2,0.2,1,0.25,1,1,0,France,0,38,3,6,0,3
0,0.5,0.5,0,1,0,1,0,France,1,40,6,7,0,5
0,0.6,0.5,0.5,0.25,0.5,1,0,France,1,71,5,8,0,3
0,0.5,0.7,0,0.75,0.75,1,0,France,0,36,3,3,1,7
1,0,0,0,0,0,1,0,France,1,53,4,5,0,10
0,0.6,0.7,0.25,0.75,0.75,1,0,France,0,68,4,,0,
0,0.8,0.3,0.75,0.25,0.25,1,0,France,1,77,1,,0,0
0,0.8,0.9,0.25,0.5,0.25,1,0,France,0,47,1,8,0,2
0,0.6,0.3,1,1,1,1,0,France,0,23,5,4,0,8
0,0.5,0.1,0.75,0.5,0.5,1,0,France,0,34,4,7,0,5
0,0.7,0.5,1,0.5,0,1,0,France,0,51,3,7,0,0
0,0.1,0,0.5,0,0,1,0,France,0,45,3,6,0,0
1,1,0.7,0,0.25,0.75,1,0,France,1,25,7,6,0,7
0,0.5,0.6,1,0,1,1,0,France,0,44,1,1,0,5
1,,0,0.25,0.5,0,1,0,France,0,53,1,5,0,
0,0.8,1,1,1,1,1,0,France,0,38,5,5,0,0
0,0.4,0.2,1,0.5,0.25,1,0,France,0,49,3,1,0,1
1,0.1,0.8,1,0.75,0.75,1,0,France,1,63,7,10,0,7
1,0,0.8,0,0.5,0.5,1,0,France,1,67,6,9,0,6
0,0.4,0.4,1,0.75,0,1,0,France,1,27,4,7,0,8
0,0.5,0.6,0.75,0.75,1,1,0,France,1,61,7,9,0,3
0,0.5,0.8,1,1,1,1,0,France,1,44,4,9,0,7
1,0.8,1,0.5,1,0.75,1,0,France,1,40,7,10,0,4
0,0.6,0.6,1,1,1,1,0,France,0,68,6,9,0,2
0,0.5,0.5,1,0.25,0.25,1,0,France,1,58,1,7,0,10
1,0.5,0,0.25,,0.25,1,0,France,1,31,3,3,0,5
0,0.1,0.9,1,0.25,1,1,0,France,1,64,3,6,0,3
0,0.8,0.7,0.75,1,0.75,1,0,France,0,40,7,9,0,3
1,0.5,0.5,0.75,0.75,1,1,0,France,0,34,7,4,0,8
0,0.2,0.3,0.5,0.25,0.5,1,0,France,0,56,1,4,0,0
0,1,1,,1,0.75,1,0,France,1,33,3,2,0,5
0,0.8,0.9,0.75,1,0.75,1,0,France,0,39,7,4,0,4
0,0.5,0.5,0.75,0.75,0.75,1,0,France,1,16,2,8,0,6
0,0.3,0.7,0.5,0.75,0.25,1,0,France,1,24,4,3,1,3
0,0.4,0.7,0.5,0.75,0.75,1,0,France,1,40,7,4,0,5
0,0.9,0.4,0.5,0.75,0.25,1,0,France,1,85,7,6,0,6
1,1,1,0.75,1,0.75,1,0,France,1,31,6,6,0,5
0,0.3,0.6,0.25,0.75,0.25,1,0,France,1,46,5,6,0,5
0,,0.1,0.75,0.75,0.75,1,0,France,1,27,3,6,0,2
0,0.8,0.8,1,0.75,0.75,1,0,France,1,20,5,,0,6
0,0.5,0.5,0.75,0.5,0.75,1,0,France,0,52,6,4,0,1
0,0.5,0.8,0.75,0.5,1,1,0,France,1,48,4,,0,2
0,0.5,0.5,0.5,0.25,0.25,1,0,France,0,56,5,8,0,4
1,0.7,0.5,0.5,0.5,0.5,1,0,France,0,48,5,5,0,7
0,0.3,0.6,0.5,0.75,0.75,1,0,France,0,66,7,6,0,3
0,0.8,0.7,1,1,1,1,0,France,1,55,3,,0,7
0,0.5,0.5,0,0.25,0,1,0,France,1,51,3,5,0,5
0,0.8,0.4,,0.5,0.5,1,0,France,1,65,5,10,0,7
1,,0,1,0.25,0.25,1,0,France,1,47,3,6,0,5
0,0.3,0.5,1,0.75,1,1,0,France,1,51,5,2,0,8
1,0.7,0.7,0.75,1,1,1,0,France,0,31,6,10,0,6
1,0.6,1,1,1,0.25,1,0,France,1,27,7,3,0,2
1,0.5,0,0,0.5,0,1,0,France,0,35,4,9,0,10
0,0.4,0.5,0.5,0,0.5,1,0,France,1,53,6,5,0,8
0,1,1,0.75,1,1,1,0,France,1,71,7,8,0,0
0,0.1,0.2,0.75,0.75,0.75,1,0,France,0,64,5,3,0,5
1,0,1,1,0.25,0.25,1,0,France,1,69,1,9,0,10
0,0.7,0.8,1,1,0.75,1,0,France,1,36,2,7,0,
0,0.5,0.1,0.75,0.25,0.75,1,0,France,1,42,3,7,0,5
1,0.4,0.7,0.5,0.75,0.5,1,0,France,1,37,4,,0,5
1,0.3,0.3,0.75,0.5,0.75,1,0,France,1,64,3,6,0,8
0,0.9,0.5,1,0,0.75,1,0,France,0,42,5,3,0,5
0,0.5,0,0,0.25,0,1,0,France,1,35,4,6,0,5
0,0.8,0.8,0.25,0.25,0.75,1,0,France,0,84,2,3,0,5
0,0.6,0.4,1,0.25,0.25,1,0,France,0,41,5,4,0,7
0,0.5,0.5,0.5,0.75,0.5,1,0,France,1,55,4,8,0,4
1,0.5,0.6,0.25,0.5,0.75,1,0,France,1,32,3,8,0,6
0,0.9,0.4,1,1,1,1,0,France,1,35,4,5,0,3
0,0.9,0.8,0.5,0.5,0.75,1,0,France,0,51,5,10,0,5
1,0.8,0.7,0.75,0.75,0.75,1,0,France,1,46,7,10,0,4
0,1,0.7,0.25,0.75,0.75,1,0,France,1,27,7,10,0,6
0,0.5,0.5,0.75,0.25,0.25,1,0,France,1,28,6,8,0,5
0,0.4,0.4,0.25,0.5,1,1,0,France,0,36,7,8,0,4
0,0.3,0.1,0,0.25,0,1,0,France,1,57,4,8,0,3
0,0.5,0.3,1,1,0.75,1,0,France,0,79,3,4,0,10
0,0.1,0.5,1,0.25,0.5,1,0,France,0,48,3,7,0,
0,0,0.5,0.5,0.5,0.75,1,0,France,0,35,5,7,0,5
0,1,0.7,0.75,0.5,0.5,1,0,France,1,54,6,10,0,
0,0.6,0.3,0.75,0.25,0,1,0,France,0,43,4,8,0,7
1,0.5,0.8,0.75,1,1,1,0,France,0,50,7,4,0,1
0,0.2,0.7,1,0,0,1,0,France,1,58,3,7,0,5
0,0.3,0.8,0.25,0.25,0.75,1,0,France,1,58,7,10,0,8
0,0.6,0.5,0.5,0.25,0.75,1,0,France,0,16,2,9,0,6
0,0.4,0.2,0.25,0.25,0.25,1,0,France,0,41,4,3,0,5
1,0.5,0.4,0.5,0.75,0.5,1,0,France,0,17,2,,0,5
0,0.7,0.5,0.5,0.75,0.75,1,0,France,0,38,5,6,0,4
0,0.3,0.1,0,0.5,0.25,1,0,France,1,28,3,5,0,5
0,0,0.2,0.25,0.25,0.25,1,0,France,1,62,4,3,0,7
0,0.5,0.1,0,1,0.25,1,0,France,0,45,3,2,0,5
0,0.6,0.5,0.25,0.5,0.5,1,0,France,0,55,3,4,0,5
0,0.5,1,1,1,1,1,0,France,0,24,4,6,1,1
0,0.5,0.7,0.5,0.75,0.5,1,0,France,1,54,3,6,0,
0,0.8,0.8,0.75,0.75,0.75,1,0,France,0,40,7,6,0,5
0,0.7,0.6,1,0.75,0.75,1,0,France,0,49,7,9,0,3
0,0.8,0.5,0.5,0.5,0.75,1,0,France,0,61,3,7,0,5
0,0.4,0.2,0.25,0.75,0.5,1,0,France,0,62,1,,0,5
0,0.2,0,0.25,0.75,0,1,0,France,0,54,4,,0,8
0,0.1,0.5,1,0.5,0.75,1,0,France,1,69,3,10,0,8
0,0.7,0.5,1,0.75,1,1,0,France,0,65,2,8,0,5
0,0,0,0,0.25,0,1,0,France,0,35,7,5,0,6
0,0.5,0.5,0.25,0.5,0.5,1,0,France,0,40,4,8,0,5
0,0,0,0,1,0,1,0,France,1,59,3,6,0,6
0,1,0,0.5,0,0.75,1,0,France,0,37,2,3,0,2
0,0.4,0.6,1,0.75,0.5,1,0,France,1,64,5,5,0,3
0,1,0.5,0.75,0.5,0.75,1,0,France,1,55,3,,0,3
0,0.7,0.3,0.5,0,0,1,0,France,0,52,1,4,0,6
0,0.6,0.2,1,1,0,1,0,France,1,52,4,4,0,2
0,0.2,0.3,0.5,1,0.75,1,0,France,0,48,4,8,1,6
0,0.3,0.3,0.75,0,0,1,0,France,0,79,1,2,0,5
0,0.8,0.8,0.5,0.75,0.5,1,0,France,1,40,7,7,0,
0,0.5,0.5,0.75,0.75,0.75,1,0,France,0,18,4,1,0,3
0,0.5,0.6,0.75,,,1,0,France,0,36,5,3,0,
0,0.5,0.4,0.75,0.5,0.5,1,0,France,1,17,2,8,0,6
0,0.3,0.2,0,0.5,0.25,1,0,France,0,62,3,7,0,7
0,0.3,0.7,1,0.25,0.75,1,0,France,1,72,4,4,0,5
0,0.6,0.7,0.5,0.5,0.75,1,0,France,1,41,7,2,0,5
0,0.5,0.3,0.5,0.5,0.25,1,0,France,0,83,1,7,0,5
0,0.6,0.7,0.25,0.75,0.5,1,0,France,1,61,4,7,1,2
1,0.5,0.5,1,1,1,1,0,France,1,57,7,9,0,4
1,0.4,0,0,0.25,0,1,0,France,0,26,5,7,0,6
0,0,0.3,0.75,0.75,0.25,1,0,France,0,59,1,7,0,3
0,0.8,0,0.25,0.75,0,1,0,France,1,29,5,3,0,7
1,0.9,0.8,0.25,0.5,0.25,1,0,France,1,48,6,9,0,5
0,0.9,1,0.75,0.25,1,1,0,France,0,22,6,10,0,3
0,0.5,0.7,0.75,0.5,0.5,1,0,France,0,45,6,9,0,3
1,0.9,0.4,0.25,0.5,0.75,1,0,France,1,50,5,9,0,3
0,0.4,0.7,1,0.5,0.75,1,0,France,0,81,3,3,0,3
0,0.7,0.3,0.75,0.25,0.25,1,0,France,1,20,6,1,0,6
0,0.8,0.8,0.5,0.5,1,1,0,France,0,31,7,9,0,7
0,0.5,0.6,0.75,0.5,0.25,1,0,France,0,59,3,6,0,4
1,,0.5,1,0.75,1,1,0,France,0,17,2,4,0,5
0,0.6,0.7,0.25,0.75,0.75,1,0,France,1,41,4,10,0,7
0,0.4,0.5,0.75,0.25,0.75,1,0,France,0,57,4,6,0,2
0,0.7,0.2,0.75,0.25,0.75,1,0,France,0,50,1,8,0,5
0,0.7,0.7,1,0.75,1,1,0,France,0,25,4,10,1,5
1,0.6,1,1,0.75,1,1,0,France,1,19,4,4,1,5
0,0,0.7,1,1,0.75,1,0,France,1,17,2,7,0,5
0,0.5,0.8,1,1,1,1,0,France,0,53,5,1,0,
0,0.5,0.5,0.25,0.5,0.5,1,0,France,0,53,3,1,1,
0,1,0.3,0.25,0.5,0.75,1,0,France,0,21,4,5,0,3
1,0.5,0.2,0.25,0.5,0.75,1,0,France,1,63,3,,0,10
0,0.6,0.6,1,0.75,1,1,0,France,0,29,5,3,0,2
0,1,0.5,0.5,0.75,0.75,1,0,France,0,38,6,5,0,7
0,0,0.8,0.5,0.25,0.5,1,0,France,0,29,3,,0,5
0,0.8,0.8,0.25,0.25,0.25,1,0,France,1,61,3,4,0,8
0,0.3,0.8,0.75,1,0.75,1,0,France,1,52,3,7,0,7
0,0.5,0.4,0,0.25,0.75,1,0,France,1,34,3,5,0,9
1,1,0.7,1,0.75,1,1,0,France,1,74,5,6,0,5
0,0.5,0.3,0.25,0.5,0.5,1,0,France,1,43,7,4,0,5
0,0.1,0.1,0,0.75,0,1,0,France,0,40,5,1,0,8
1,0.9,0.8,0.75,0.75,0.5,1,0,France,1,47,3,8,0,7
0,0.4,0.4,0,0.75,1,1,0,France,0,39,7,3,0,
0,0.4,0.3,0.75,0.25,0.75,1,0,France,0,62,3,5,0,
0,0.2,0.5,0.5,0.5,0.75,1,0,France,1,67,4,5,0,7
0,0.5,0.5,0.5,0.75,0.75,1,0,France,0,38,7,1,1,1
0,0.5,0,0,0.25,0,1,0,France,1,59,4,8,1,9
0,0.4,0.5,0.5,0,0.25,1,0,France,0,52,2,5,0,8
0,0.2,0,0.25,0.25,0.75,1,0,France,1,63,3,4,0,7
0,0.5,0.6,0,0.25,0.75,1,0,France,1,62,3,8,0,0
0,0.6,0.5,1,0,0,1,0,France,1,31,3,5,0,7
1,0.5,,0.5,0.25,1,1,0,France,0,40,4,2,0,2
0,0.5,0.5,,,,1,0,France,0,37,3,3,0,8
1,,0.7,0.75,0.75,1,1,0,France,1,15,2,9,0,5
0,0.9,0.7,0.5,0.75,0.75,1,0,France,0,41,5,4,0,5
1,0.7,0.9,1,0.25,1,1,0,France,1,50,3,3,0,5
0,0.6,0.7,1,0.75,0.75,1,0,France,0,29,2,3,0,0
1,0.7,0.7,0,1,1,1,0,France,0,50,7,9,0,3
0,0.3,0.7,0.75,0.75,0.75,1,0,France,0,55,7,9,0,7
0,0.7,0.8,0.25,1,0.5,1,0,France,1,47,5,8,0,4
0,0.4,0.3,0.75,0.5,0.5,1,0,France,0,32,5,3,0,7
0,0.4,0.5,0.25,0.5,0.25,1,0,France,1,39,5,8,0,5
1,0.2,0.2,0,1,0,1,0,France,1,43,3,,0,5
1,0.4,0.1,0.25,0.75,0,1,0,France,0,52,5,5,0,7
1,,0.1,0,,,1,0,France,0,27,3,2,0,7
0,0,0.3,0.25,0.75,0.75,1,0,France,1,39,4,6,0,5
0,0.8,0.3,0,0.5,0.75,1,0,France,0,55,3,10,1,8
0,0.2,0.7,1,0.25,0.75,1,0,France,1,46,3,10,0,4
1,0.4,0.7,0.75,0.75,0.75,1,0,France,0,72,7,6,0,3
0,0.7,0.6,1,0.75,1,1,0,France,1,32,1,5,0,8
0,0.6,0.4,0.5,0.75,0.25,1,0,France,1,69,6,10,0,6
0,0.5,0.7,1,0.5,1,1,0,France,0,47,4,1,1,3
0,0.4,0.1,0,1,0,1,0,France,0,46,1,,0,4
0,0.6,0.7,0.75,0.5,0.75,1,0,France,1,17,2,,0,4
0,0.5,0.5,0,0.5,0,1,0,France,0,48,3,3,0,4
0,0.5,0.5,1,0.75,0.75,1,0,France,0,39,4,9,0,4
0,0.8,0.5,0.75,0.5,0.75,1,0,France,0,66,2,5,0,5
0,0.6,0.3,0.75,0.75,0,1,0,France,0,39,5,8,0,5
0,0.1,0.5,0,0.25,0,1,0,France,1,73,6,7,0,8
0,0.5,0.5,0.75,0.5,0.75,1,0,France,0,15,2,3,0,3
0,0.5,0,1,,0.75,1,0,France,0,46,7,7,0,5
0,0,0.2,0.25,0.5,0,1,0,France,0,25,5,5,0,10
0,0.4,0.3,1,0.25,0.75,1,0,France,0,38,3,7,0,7
1,0.5,0.6,0.75,0.5,0.75,1,0,France,1,50,3,4,0,5
1,0.5,0.4,0.5,0.5,0.75,1,0,France,1,29,4,2,0,5
0,0.6,0.6,0.75,1,0.75,1,0,France,0,47,4,6,0,6
0,0.3,0.7,0.75,0.25,0.5,1,0,France,0,69,4,2,0,2
0,0.9,0.7,0.5,0.25,0.75,1,0,France,1,47,3,4,0,8
0,0.6,0.5,0.75,0.25,0.75,1,0,France,0,33,3,7,0,5
0,0.6,0.4,0.5,0.75,0.75,1,0,France,0,63,1,10,0,8
0,0.2,0.5,0.25,0.5,0,1,0,France,0,43,3,2,0,3
0,0.7,0.6,0.75,0.5,0.75,1,0,France,0,52,7,8,0,
0,1,1,0.25,0.75,0.75,1,0,France,1,32,7,7,0,3
0,0.5,0.6,0.75,0.5,0.5,1,0,France,1,37,5,3,0,5
0,0.8,0.8,1,0.75,0.75,1,0,France,0,38,5,6,0,4
0,0,0.6,0.5,0.5,0.5,1,0,France,1,62,4,7,0,5
1,0.5,0.6,0.5,0.5,0.5,1,0,France,1,46,4,8,0,5
0,0.8,0.7,0.5,0.5,0.25,1,0,France,1,39,7,,0,7
0,0.3,0.6,0.5,0.75,0.75,1,0,France,0,18,2,5,0,4
0,0.7,0.6,0.5,0.25,0.5,1,0,France,1,72,4,10,0,5
0,0.5,0.5,0.5,0.25,0.5,1,0,France,0,21,4,4,1,0
0,0.4,0.4,0.25,0.75,0,1,0,France,1,88,1,3,0,10
0,1,0.7,0.5,0.5,0.5,1,0,France,1,69,4,9,0,3
0,0.5,0.1,0.75,0.25,0.75,1,0,France,0,58,2,5,1,4
1,0.5,0.1,0.5,0.5,0.5,1,0,France,0,52,3,6,0,5
1,0.7,0.5,1,0.25,0.25,1,0,France,0,53,3,6,0,5
0,0.8,0,0.5,0,0.25,1,0,France,1,34,4,4,0,5
1,1,1,0,0.5,0.25,1,0,France,1,38,4,8,0,5
0,0.5,0.5,0.5,0.5,0.5,1,0,France,1,19,3,7,0,5
0,0.7,0.8,1,1,1,1,0,France,0,22,4,7,0,5
0,0.7,0.7,0.75,,0.75,1,0,France,1,49,7,5,0,3
0,0.1,0.5,0.5,0.75,0.75,1,0,France,1,27,5,8,0,5
0,0.7,0.5,0.75,0.75,0.75,1,0,France,0,37,5,9,0,5
0,0.3,0.2,0.5,0.5,0.25,1,0,France,0,34,4,3,0,
0,0.6,0.6,0.75,1,0.75,1,0,France,1,62,3,4,0,2
0,0.6,0.7,1,1,0.75,1,0,France,0,48,7,5,0,0
0,0.3,0.5,0.25,0.5,0.25,1,0,France,1,71,7,8,0,5
1,0.7,0.7,1,0.25,0.75,1,0,France,1,16,2,,0,2
0,1,0,0,0.25,0,1,0,France,1,19,4,,0,9
0,0,0,0,0,0,1,0,France,1,64,5,7,0,10
0,0.5,0.6,1,0.25,0.5,1,0,France,0,59,3,3,0,4
0,0.4,0.5,0.75,0.5,0.75,1,0,France,0,45,6,5,0,6
0,0.3,0.4,0.75,0.5,0,1,0,France,0,71,4,8,0,9
0,0.7,0.7,1,0.75,1,1,0,France,0,53,5,9,0,7
1,0.4,0.5,0.75,1,0.75,1,0,France,1,16,2,4,0,2
1,0.5,0.4,0.75,1,0.25,1,0,France,1,20,1,1,1,4
0,0.8,0.8,1,0.5,0.25,1,0,France,1,52,3,4,0,5
1,0.5,0.5,0.5,0.75,0.75,1,0,France,1,30,3,8,0,5
0,0.8,0.1,0,0.25,0,1,0,France,1,15,1,,0,7
1,1,0.6,0.5,0.75,0.75,1,0,France,1,19,4,7,0,5
0,0.7,0.7,0.25,0.5,0.5,1,0,France,1,46,4,2,0,10
1,0.3,0.1,0.5,0.5,0.5,1,0,France,1,69,1,2,0,8
0,0.5,0.5,0.75,1,0.75,1,0,France,1,27,6,2,0,1
1,0.5,0.6,0.75,1,1,1,0,France,0,33,3,6,0,
0,,0.8,0.75,1,0.5,1,0,France,1,31,7,6,0,2
0,0,0,1,0.25,0.25,1,0,France,0,69,1,2,0,10
0,0.5,0.7,0.25,0.5,0.75,1,0,France,1,64,5,9,0,7
0,0.4,0.9,1,0.25,1,1,0,France,0,34,3,5,0,8
1,0.7,0.7,0.5,0.75,0.75,1,0,France,1,51,7,5,0,3
0,0.2,0.7,0.75,0.75,0.75,1,0,France,1,32,5,2,0,1
0,0.9,1,1,0.25,0.75,1,0,France,1,37,5,1,0,2
1,0.2,0.8,1,0.5,0.75,1,0,France,1,34,4,4,0,1
0,0.5,0.2,0.25,0.25,0,0,,United Kingdom,0,52,3,6,0,0
0,0.4,0.8,0.75,0.25,0.25,0,,United Kingdom,1,41,1,5,0,5
0,,0.5,0.5,0.25,0.5,0,,United Kingdom,0,45,5,1,0,
0,0.4,0.5,0.5,0.5,0.25,0,,United Kingdom,1,58,7,8,0,6
0,0.5,0.5,0.5,0.5,0.25,0,,United Kingdom,0,32,3,6,0,5
0,0.6,0.5,0.75,0.5,0.75,0,,United Kingdom,1,65,1,4,0,5
0,0.4,0.6,0.75,0.5,0.25,0,,United Kingdom,0,77,3,,0,5
0,0.3,0.2,1,0.75,0.75,0,,United Kingdom,0,16,2,,0,5
0,0,0.7,0.75,0.5,0.5,0,,United Kingdom,0,48,3,9,0,5
0,0.5,0.7,0.75,0.75,0.75,0,,United Kingdom,0,30,7,7,0,5
0,0.3,0.5,0.75,0.5,0.5,0,,United Kingdom,0,77,3,,0,5
0,0.5,0.6,0.5,0.75,,0,,United Kingdom,0,60,5,,0,7
0,,0.2,0.25,0.25,0.75,0,,United Kingdom,0,50,5,10,0,8
1,0.5,0.8,1,0.5,0.75,0,,United Kingdom,1,46,2,1,0,
0,0.5,0.8,1,1,1,0,,United Kingdom,1,47,4,2,0,4
0,0.8,0.5,0.75,0.75,0.75,0,,United Kingdom,0,38,7,10,0,4
0,0.5,0.5,0.25,0.5,0.5,0,,United Kingdom,0,34,7,7,0,5
0,0.6,0.6,0.75,0.25,0.5,0,,United Kingdom,0,37,1,3,0,5
0,0.4,0.9,0.75,0.5,0.75,0,,United Kingdom,0,,7,,0,5
1,0.3,0.6,0.75,,0.75,0,,United Kingdom,0,68,5,,0,4
0,0.3,0.2,0.75,0,0,0,,United Kingdom,1,61,5,6,0,6
0,0,0.7,0.75,0.25,0.25,0,,United Kingdom,1,73,6,9,0,7
0,0.1,0.5,0.25,0.5,0.5,0,,United Kingdom,0,56,4,10,0,6
0,0.2,0.3,0.25,0.25,0.25,0,,United Kingdom,0,47,2,8,0,5
0,0,0.7,0.75,1,0.75,0,,United Kingdom,0,23,6,1,1,5
0,0.5,0.4,0.75,0.5,0.5,0,,United Kingdom,1,18,5,5,0,5
0,0.4,0.6,0.75,0.5,0.75,0,,United Kingdom,0,70,5,10,0,8
0,,0.5,1,0.5,0.5,0,,United Kingdom,1,87,1,,0,
0,1,0.8,0.75,0.5,0.75,0,,United Kingdom,1,33,7,5,0,4
1,0.4,0.5,0.75,,0.75,0,,Ireland,1,65,1,5,0,6
1,0.5,0.3,0.5,0.5,0.75,0,,Ireland,1,63,1,,0,5
1,0.6,0,0.75,0.25,0.75,0,,Ireland,1,74,1,3,0,10
1,0.1,0.6,0.75,0.5,0.5,0,,Ireland,0,64,1,1,0,8
0,0.3,0.5,0.75,0.75,0.75,0,,Ireland,1,21,5,2,0,5
0,0.5,0.5,0.75,0.25,1,0,,Ireland,0,23,5,2,0,2
0,0.7,0.8,0.75,0.25,0.75,0,,Ireland,1,22,4,4,0,5
1,0.7,0.5,0.75,0,0.75,0,,Ireland,1,27,6,4,0,5
1,0.5,0.8,0.75,0,0.75,0,,Ireland,1,40,2,2,1,6
0,0.5,0.8,0.75,0.25,0.75,0,,Ireland,1,62,2,2,0,7
1,0.5,0.7,0.75,0.25,0.75,0,,Ireland,1,52,2,4,1,1
0,0.7,0.2,0.75,0.25,0.25,0,,Ireland,0,36,1,,0,
0,0.7,0.8,0.75,0.5,0.5,0,,Ireland,0,47,7,2,1,1
0,0.8,0.6,0.75,0.75,0.75,0,,Ireland,1,27,6,7,0,3
0,0.7,0.5,0.75,0.5,0.75,0,,Ireland,1,37,5,3,0,
0,0.4,0.5,0.75,0.75,0.75,0,,Ireland,0,65,4,1,0,6
0,0.3,0.8,1,0.75,0.5,0,,Ireland,1,46,6,7,1,5
0,0.5,0.5,0.75,0.25,0.75,0,,Ireland,0,64,3,1,0,5
0,0.5,0.7,0.5,0.5,0.75,0,,Ireland,0,51,5,6,0,5
0,0.5,0.7,0.75,0.75,0.25,0,,Ireland,0,69,2,3,0,
0,0.5,0.8,0.75,0.75,0.75,0,,Ireland,0,71,2,2,0,8
0,0.5,0.6,0.5,0.75,0.75,0,,Ireland,0,52,4,4,0,7
0,0.5,0.5,0.75,0.25,0.25,0,,Ireland,1,82,1,2,0,10
0,0,1,0.25,0.25,0,0,,Ireland,1,76,5,2,0,7
0,0.5,1,1,0.5,0.75,0,,Ireland,1,44,4,,0,10
0,0,1,0,0.75,0.75,0,,Ireland,0,71,1,1,0,10
0,0.7,1,0.25,0.5,0,0,,Ireland,1,59,4,2,0,5
0,0,0.2,0.5,0.5,0.25,0,,Ireland,0,73,5,1,0,10
0,0,0,1,0.25,0.25,0,,Ireland,0,58,2,1,0,10
0,0.5,,0.5,0.25,0.75,0,,Ireland,0,48,5,9,0,7
0,0.3,0.5,0.75,,,0,,Ireland,1,75,1,1,0,5
0,0,0.1,0.25,0,0.25,0,,Ireland,0,39,5,10,0,5
0,0,0.5,0.75,0.25,0.5,0,,Ireland,0,65,5,6,0,5
0,0.4,0.5,0.75,0.75,0.75,0,,Ireland,0,64,7,2,0,2
0,0.7,0.9,0.5,0.25,0.25,0,,Ireland,0,79,2,1,0,5
0,0.1,0.7,1,0,1,0,,Ireland,0,63,2,3,0,
0,0.5,0.5,0.75,0.5,0.5,0,,Ireland,1,41,4,3,0,5
0,0.1,0.1,0.25,0.75,0.25,0,,Ireland,1,57,2,1,0,
0,0.4,0.7,1,0.25,0.25,0,,Ireland,0,46,5,1,0,4
0,0.6,0.8,0.25,0.75,0.75,0,,Ireland,0,51,2,4,0,7
0,0.1,0.7,0.75,0.75,0.25,0,,Ireland,1,20,4,,0,0
0,0.4,0.7,0.5,0.25,0.75,0,,Ireland,1,56,5,5,0,2
