tr,eu5,imm7,ref2,ref3,ref4,country,germany,name,male,age,edu,income,unemployed,lrscale
0,0.5,0.8,0.5,0.5,0.5,1,0,Estonia,1,54,7,10,0,8
1,0.6,0.3,0.5,0.75,0.5,1,0,Estonia,1,41,4,4,0,5
1,0.4,0.5,0.5,0.5,0.25,1,0,Estonia,0,44,6,5,0,6
0,0,0.5,1,0.5,0,1,0,Estonia,0,21,3,2,0,5
0,0.8,0.6,0,0.5,0.75,1,0,Estonia,1,43,5,5,0,3
0,,0.5,0.75,0.5,0.75,1,0,Estonia,0,73,4,2,0,
0,1,0.9,0.25,0.5,1,1,0,Estonia,1,32,7,10,0,7
0,0,0,0,0.25,0,1,0,Estonia,1,80,2,4,0,5
0,0.1,0.5,0,0.25,0.25,1,0,Estonia,1,70,4,1,0,4
0,0.5,0.5,0.5,0.5,0.5,1,0,Estonia,0,57,3,4,0,5
0,0.9,0.1,0.25,0.25,0.25,1,0,Estonia,1,24,2,7,0,8
0,0,0.5,0,0,0,1,0,Estonia,0,56,7,7,0,5
0,0.4,0.2,0,0.5,0.5,1,0,Estonia,0,79,1,3,0,
0,0.1,0.1,0,0,0,1,0,Estonia,1,63,5,6,0,7
1,0.1,0.6,0,0,0.25,1,0,Estonia,1,56,4,,0,7
0,0.3,0.2,0,0,0,1,0,Estonia,0,34,5,7,0,6
1,0.5,0.4,0,0,0.5,1,0,Estonia,1,45,4,5,0,
0,0.7,0.3,0.25,0.25,0.75,1,0,Estonia,0,30,6,4,0,4
0,0.1,0.8,0.75,0.25,0.25,1,0,Estonia,1,29,4,5,0,5
1,0.4,0.6,0.5,0.5,0.75,1,0,Estonia,0,56,4,3,0,5
0,0.1,0.5,0.75,0.75,0.25,1,0,Estonia,0,61,5,1,0,4
0,0.3,0.1,0.25,0,0.75,1,0,Estonia,1,47,5,,0,
1,0,0.3,0,0,0,1,0,Estonia,0,70,4,2,0,
1,0,0.1,0,0.25,0.25,1,0,Estonia,1,57,4,,0,
1,0.6,0.5,0,0.5,0.75,1,0,Estonia,0,41,6,9,0,5
0,0.7,0.7,0.5,0.5,0.75,1,0,Estonia,1,33,4,6,0,9
0,0.6,0.5,0.25,0.25,0.5,1,0,Estonia,1,47,7,,0,8
1,0.6,0.7,0.25,0.25,0.5,1,0,Estonia,0,48,2,1,1,2
1,0.5,0.2,0,0,0,1,0,Estonia,1,48,4,4,1,5
0,0.5,0.6,1,1,0.5,1,0,Estonia,1,35,5,10,0,2
0,0.7,0.6,0.75,0.25,0,1,0,Estonia,1,35,2,8,0,5
1,0.2,0.1,0.75,0.25,0,1,0,Estonia,1,81,7,6,0,4
0,,,0.25,0.5,0.75,1,0,Estonia,0,41,4,,1,
0,0.8,0.6,0.25,0.5,0.5,1,0,Estonia,1,65,4,3,0,7
0,0.8,0.9,0.75,0.25,0.5,1,0,Estonia,0,58,4,2,0,8
0,0.8,0,0.5,0.75,0.25,1,0,Estonia,1,57,4,7,0,4
0,0.2,0.2,0.5,0.25,0.25,1,0,Estonia,1,50,4,3,0,3
1,0.2,0.4,0,0.25,0.75,1,0,Estonia,1,29,3,9,0,5
0,0.5,0.5,0.25,0.5,0.75,1,0,Estonia,0,62,7,1,0,5
1,0,0.5,0.5,0.5,0,1,0,Estonia,1,63,4,3,0,5
1,0.5,0.5,0.5,0.25,0.75,1,0,Estonia,0,65,5,7,0,5
0,0,0,0,0,0,1,0,Estonia,0,34,4,6,0,
0,0.5,0.1,0.25,0,0.5,1,0,Estonia,0,41,4,7,0,
0,,,,,,1,0,Estonia,0,89,2,2,0,
0,0.6,0.6,0.25,0.25,0.5,1,0,Estonia,0,33,4,5,0,5
0,0.2,0.5,0.25,0.25,0.25,1,0,Estonia,0,75,4,1,0,6
0,0.6,0.5,0.75,0.5,0.5,1,0,Estonia,1,15,1,10,0,
0,0.8,0.8,0.25,0.25,0,1,0,Estonia,1,30,6,10,0,10
1,0.7,0.5,0,0,0,1,0,Estonia,0,42,6,10,0,8
0,0.9,0.7,0.25,0.75,0.75,1,0,Estonia,0,35,4,6,0,5
0,0.6,0.7,0.5,0.5,0.75,1,0,Estonia,1,18,2,,0,3
0,0.1,0.2,0.5,0.5,0.5,1,0,Estonia,1,38,2,4,1,6
0,0.8,0.3,0.25,0,0.25,1,0,Estonia,0,40,6,3,0,4
0,0.2,0.5,0,1,0.25,1,0,Estonia,1,81,4,3,0,7
0,0.3,0.6,0.25,0.25,0.75,1,0,Estonia,1,47,6,9,0,3
0,,0.4,0.25,0.25,0.5,1,0,Estonia,0,59,6,4,0,
0,0.6,0.4,0.25,0.25,0.5,1,0,Estonia,1,60,4,5,0,5
0,0.5,0.4,0.25,0.25,0.25,1,0,Estonia,1,63,4,6,0,3
0,0,0.4,0.5,,0.75,1,0,Estonia,0,67,5,5,0,5
0,0.6,0.9,0.75,,0.75,1,0,Estonia,1,65,7,4,0,9
1,0.2,0.5,0.25,0.75,0.75,1,0,Estonia,0,77,5,7,0,10
0,0.6,0.8,0.75,0.5,0.75,1,0,Estonia,0,50,6,9,0,9
0,0.2,0.6,0.25,0.25,0.5,1,0,Estonia,0,66,5,5,0,8
0,0.4,0,0.5,0.5,0.75,1,0,Estonia,1,35,2,6,0,5
0,1,1,0.25,0.75,1,1,0,Estonia,1,38,6,9,0,8
0,0.6,0.5,0.5,0.25,0.25,1,0,Estonia,0,45,6,8,0,7
0,0,0.5,0,0.25,0.75,1,0,Estonia,1,43,4,4,0,8
0,0.6,0.3,0,0.5,0.5,1,0,Estonia,0,75,6,3,0,8
1,0.5,0.7,0.25,0.75,0.75,1,0,Estonia,1,41,5,7,0,5
0,0.5,0.2,0.25,0.25,0.25,1,0,Estonia,0,31,2,6,0,5
0,0,0.1,0.25,0.5,0.75,1,0,Estonia,1,38,4,5,0,1
0,0.8,0.2,0.5,0.75,0.25,1,0,Estonia,0,56,7,8,0,6
0,0.1,0.2,0,0,0,1,0,Estonia,0,69,5,3,0,5
1,,0.1,0.5,0.5,0.5,1,0,Estonia,1,86,2,1,0,
1,0.1,0.2,0.5,0.25,0.25,1,0,Estonia,1,61,5,5,0,1
0,0.4,0.1,0,0.25,0,1,0,Estonia,0,77,2,1,0,5
0,0.3,0.5,0.5,0.75,0.25,1,0,Estonia,1,80,2,5,0,5
1,,0.3,0,0.5,0.25,1,0,Estonia,0,76,1,1,0,
0,0.5,0.6,,0.25,0.25,1,0,Estonia,1,85,4,3,0,5
0,0.8,0.5,0.25,0.5,0.75,1,0,Estonia,0,40,4,6,0,5
0,0.3,0.8,0.5,0.25,0.75,1,0,Estonia,0,48,5,3,0,8
1,0,0.4,0,0,0,1,0,Estonia,1,59,5,5,0,5
0,0.4,0.7,0.5,0.5,0.75,1,0,Estonia,0,46,4,5,0,5
0,0.3,0.2,0.5,0.5,1,1,0,Estonia,1,55,4,4,0,3
0,0.1,0.5,0.25,0.25,0.25,1,0,Estonia,0,59,5,3,0,5
0,0.5,0.8,1,0,0.5,1,0,Estonia,0,75,4,2,0,7
1,0.1,0.5,0.25,0.25,0.25,1,0,Estonia,0,63,6,3,0,5
0,0.5,0.9,0.75,,1,1,0,Estonia,0,91,5,3,0,7
0,0.8,0.5,0,0.5,0.75,1,0,Estonia,0,52,7,10,0,5
0,0.8,0.6,0.5,0.75,0.5,1,0,Estonia,1,34,4,8,0,8
1,1,0.2,0.25,0.5,0.5,1,0,Estonia,1,42,4,7,0,9
0,0.4,0.3,0.5,0.25,0.25,1,0,Estonia,1,73,4,3,0,4
0,0.4,0.3,0.25,0.25,0.5,1,0,Estonia,1,35,4,8,0,7
1,0.6,0.7,0,0.25,0,1,0,Estonia,0,43,6,5,0,7
0,0.1,0.8,0.5,0.25,0.5,1,0,Estonia,0,66,7,3,0,5
0,0.7,0.5,0.5,0.5,0.75,1,0,Estonia,0,29,4,9,0,9
0,0.6,0.3,0.25,0,1,1,0,Estonia,0,61,5,1,0,0
1,0.5,0.5,0.5,0.5,0.5,1,0,Estonia,1,23,4,,0,
1,0.2,0.7,0.5,0.25,0.75,1,0,Estonia,1,40,7,10,0,6
0,0.8,0.3,0.75,,0.75,1,0,Estonia,1,67,3,1,0,
1,0.7,0.7,0.75,0.5,0.75,1,0,Estonia,1,33,7,3,0,3
0,0,0,0,,0.25,1,0,Estonia,1,69,3,3,0,
0,0.7,0.7,0.25,0.5,0.25,1,0,Estonia,0,49,7,10,0,8
0,0.5,0.7,0.5,0.5,0.75,1,0,Estonia,1,65,7,5,0,2
0,0.3,0.4,0.25,0.5,0.25,1,0,Estonia,0,48,6,6,0,5
1,0.3,0.5,0.5,0.25,0.25,1,0,Estonia,0,35,4,5,0,5
0,0.7,0.7,0.25,0.5,0.25,1,0,Estonia,0,32,5,5,0,4
0,0.7,0.7,0,0.25,0.25,1,0,Estonia,1,44,4,8,0,3
0,0.5,0.6,0.25,0.75,0.75,1,0,Estonia,0,32,4,2,0,8
1,0.6,0.8,0,0.5,0.5,1,0,Estonia,0,27,4,7,0,8
0,0.7,0.7,0.25,0.5,0.75,1,0,Estonia,1,49,7,6,0,7
0,0.1,0.5,0,0.75,0.5,1,0,Estonia,0,18,2,9,0,5
0,0.6,0.8,0.5,0.25,0.5,1,0,Estonia,0,32,4,4,0,9
0,0.5,0.4,0.25,0.25,0.75,1,0,Estonia,1,31,4,4,0,4
0,0.7,0.6,0,0,0.75,1,0,Estonia,1,27,4,4,0,6
0,,0.3,0.25,0.75,0.25,1,0,Estonia,0,52,4,2,0,
0,0.4,0.4,0.25,0.25,0.25,1,0,Estonia,1,45,2,6,0,6
0,0.4,0,0,0.5,0.75,1,0,Estonia,1,18,2,7,0,5
0,0.5,0.4,0.25,0.25,0.25,1,0,Estonia,0,27,2,3,0,3
0,0,0.5,0.25,0.5,0.75,1,0,Estonia,0,23,6,4,0,5
0,0.5,0.5,0.25,0.25,,1,0,Estonia,1,46,4,7,0,7
0,0.5,0.3,0.25,0.25,0.25,1,0,Estonia,0,29,4,3,1,5
0,0.5,0.4,0.25,0.5,0.25,1,0,Estonia,0,21,5,6,0,7
0,0,0.2,0.5,0.5,0.5,1,0,Estonia,0,55,5,9,0,5
1,,0.2,0,0,0.25,1,0,Estonia,0,18,2,3,0,
0,0.5,,0.5,,0.25,1,0,Estonia,0,66,4,,0,
1,0.6,0.5,0.25,0.5,0.25,1,0,Estonia,1,35,2,9,0,5
0,0.7,0.5,0.25,0.5,0.75,1,0,Estonia,0,75,7,7,0,4
0,1,0.5,0.25,0.5,0.25,1,0,Estonia,0,34,7,1,1,5
1,0,0.5,1,0,0,1,0,Estonia,1,62,4,3,0,5
1,,0,0,0.25,0.5,1,0,Estonia,0,47,5,,0,
1,0.5,0.2,0,0.5,0.75,1,0,Estonia,0,53,6,3,0,
0,0.8,0.7,0.5,0.5,0,1,0,Estonia,0,49,4,2,0,5
0,0.5,0.3,0.25,0.25,0.5,1,0,Estonia,1,50,5,8,0,
1,0.3,0.1,0,0.75,0,1,0,Estonia,1,64,7,5,0,5
0,0.3,0.5,0.5,0.5,0.75,1,0,Estonia,1,77,2,3,0,5
1,0.2,0.1,0,0.25,0,1,0,Estonia,1,42,4,7,0,0
0,0.8,0.6,0.25,0.75,0.75,1,0,Estonia,0,30,5,4,0,5
1,0.4,0.4,0.75,0.25,0.75,1,0,Estonia,0,69,4,1,0,5
0,0.5,0.4,0.75,0.5,0.75,1,0,Estonia,0,30,5,3,0,
0,0.7,,0.25,,0.25,1,0,Estonia,1,51,3,4,0,5
0,0.5,0.5,0.5,0.5,0.75,1,0,Estonia,1,54,4,5,0,5
0,0.5,0.5,0.5,0.25,0.75,1,0,Estonia,0,49,3,6,0,5
0,0.1,0.3,0.5,0.5,0,1,0,Estonia,0,41,4,4,0,5
1,0.5,0.9,0.5,0.25,0.5,1,0,Estonia,1,42,2,7,0,5
0,0,0,0.25,0.5,0.75,1,0,Estonia,0,72,4,3,0,5
0,0.2,0.5,0.25,0.5,0,1,0,Estonia,0,50,4,1,0,5
0,0.8,0.8,0.5,0.5,0.5,1,0,Estonia,0,42,7,9,0,6
0,0.4,0.7,0.25,0.5,0.25,1,0,Estonia,1,59,4,3,0,5
0,0.7,0.5,0.25,0.25,0.5,1,0,Estonia,0,35,7,9,0,8
0,0,1,0,1,0.5,1,0,Estonia,1,57,5,4,0,5
0,0.1,0.5,0.25,,0.5,1,0,Estonia,0,53,7,1,1,5
0,,,,,,1,0,Estonia,0,82,4,1,0,
0,0.2,0.2,0.25,0,0.75,1,0,Estonia,1,32,4,6,0,5
1,0.3,0.5,0.25,0.5,0.5,1,0,Estonia,0,42,6,8,0,
0,0.5,0.4,0.75,0,0.5,1,0,Estonia,0,32,6,8,0,5
0,0,0.2,0.25,0.25,0.75,1,0,Estonia,1,64,2,3,0,5
0,0.5,0.5,0.25,0,0.25,1,0,Estonia,0,36,4,8,1,5
0,0.7,0.5,0.25,0.25,0.25,1,0,Estonia,1,58,7,10,0,9
0,0.5,0.5,0.25,0.25,0.25,1,0,Estonia,0,51,4,6,1,5
0,0.3,0.5,0.25,0.25,0.5,1,0,Estonia,0,51,4,2,0,5
1,0.7,0.5,0.25,0.5,0.25,1,0,Estonia,0,40,6,7,0,5
0,0.5,0.4,0.25,0,0.25,1,0,Estonia,1,61,6,7,0,6
1,0.2,0.3,0,0.25,0,1,0,Estonia,0,26,6,5,1,5
0,,0,0.25,0.25,0.5,1,0,Estonia,0,16,2,7,0,
0,0.6,0.6,0,0.25,0.5,1,0,Estonia,0,47,4,8,0,6
0,0.1,0.1,0.25,0.5,0.25,1,0,Estonia,0,32,2,5,0,9
0,0.2,0.5,0.25,0.25,0.25,1,0,Estonia,0,55,5,4,0,5
0,0.3,0.5,0,0.25,0.75,1,0,Estonia,0,53,4,7,0,5
0,0.5,0.5,0.25,0.75,0.75,1,0,Estonia,0,38,4,7,0,8
0,0.2,0.2,0,0,0,1,0,Estonia,0,79,2,1,0,5
0,0.5,0.4,0.5,0.25,0.25,1,0,Estonia,0,34,4,8,0,7
0,0.4,0.6,0.25,0.25,0.75,1,0,Estonia,0,35,6,7,0,5
0,0.8,0.6,0.5,,0.75,1,0,Estonia,1,27,4,1,0,5
0,0.3,0.5,0,0,0,1,0,Estonia,1,21,4,2,0,5
0,0.3,0.5,0.25,0.75,0.5,1,0,Estonia,1,38,4,9,0,5
1,0.3,0.4,0.25,0.5,0.25,1,0,Estonia,0,56,6,5,0,5
1,0,0,0.5,1,0,1,0,Estonia,0,61,5,3,0,2
0,0.3,0.6,0.25,0.75,0.75,1,0,Estonia,0,45,5,3,0,7
0,0.5,0.8,0.25,0.75,0.25,1,0,Estonia,1,58,4,2,0,6
0,0.6,0.7,0.25,0.25,0.5,1,0,Estonia,0,24,5,8,0,5
0,0.5,0.5,0.25,0.75,0.25,1,0,Estonia,1,30,6,9,0,5
0,0.4,0.5,0.25,0.25,0.75,1,0,Estonia,0,53,5,5,0,7
0,0.2,0.6,0,0.5,0.25,1,0,Estonia,0,45,5,4,0,8
0,0.2,0.2,0.75,0.25,0.75,1,0,Estonia,0,37,6,10,0,5
0,0.7,0.7,0.75,0.75,1,1,0,Estonia,1,19,5,8,0,7
0,0.4,0.4,0.25,0.5,0.75,1,0,Estonia,0,20,4,5,0,5
0,0.1,0.1,0.25,0,0,1,0,Estonia,1,32,2,4,0,9
1,0.8,0.8,0.25,0.75,0.75,1,0,Estonia,0,40,7,8,0,7
0,0.9,0.8,0.25,0.5,0.75,1,0,Estonia,0,63,7,5,0,7
0,0.7,0.5,0.25,0.25,0.25,1,0,Estonia,0,41,5,5,0,8
0,0.3,0,0.25,0.25,0.25,1,0,Estonia,0,31,4,2,0,6
0,0.7,0.7,0.25,0.25,0.75,1,0,Estonia,0,50,7,10,0,4
0,0.6,0.8,0.5,0.25,0.75,1,0,Estonia,1,59,6,7,0,4
1,0.6,0.5,0.25,0.5,0.5,1,0,Estonia,1,21,4,6,0,7
0,0.4,0.5,0.25,0.25,0.25,1,0,Estonia,0,50,5,7,0,7
0,0.6,0.8,0.25,0.25,0.5,1,0,Estonia,1,53,6,9,0,6
0,0.6,0.3,0.25,0.25,0.25,1,0,Estonia,0,27,4,3,0,6
0,0,0.5,0.75,0.5,0.75,1,0,Estonia,0,17,2,8,0,6
0,0.4,0.5,0.25,0.25,0.75,1,0,Estonia,0,47,5,5,0,5
1,0.7,0.6,0.5,0.25,0.75,1,0,Estonia,0,17,2,7,0,5
0,0.6,0.5,0.25,0.5,0.5,1,0,Estonia,1,20,4,3,0,5
1,0.5,0.5,0.75,0.25,0.75,1,0,Estonia,0,63,5,3,0,5
1,0,0,0.25,0.25,0.25,1,0,Estonia,1,74,5,3,0,0
0,1,0.8,1,0.75,0.75,1,0,Estonia,1,39,5,6,0,
1,0,0.1,0,0,0,1,0,Estonia,1,58,5,4,0,
1,0.5,0.6,0.25,0.5,0.5,1,0,Estonia,0,25,6,8,0,6
0,0.5,0.2,0,0,0,1,0,Estonia,0,29,4,8,0,9
1,0.1,0.1,0,0,0,1,0,Estonia,1,32,4,9,0,
0,1,1,0.5,0.5,0.5,1,0,Estonia,0,26,7,9,1,5
0,1,0.5,0.75,0.25,0.5,1,0,Estonia,1,16,2,10,0,8
0,0.4,0.6,0.5,0.5,0.75,1,0,Estonia,0,41,5,6,0,5
0,0.5,0.2,0.25,0,0.5,1,0,Estonia,1,45,4,2,1,4
0,0.5,0.3,0.5,0.25,0.75,1,0,Estonia,0,51,4,5,0,5
1,0.6,0.7,0.25,0.5,0.75,1,0,Estonia,0,39,6,10,0,6
0,0.5,0.3,0.75,0.75,0.75,1,0,Estonia,1,23,6,10,0,10
0,0.2,0.2,0.25,0.25,0.25,1,0,Estonia,0,57,5,6,0,3
0,0.7,0.5,0,0.25,0.25,1,0,Estonia,1,51,4,8,0,6
0,0.1,0.7,0.25,0.25,0.25,1,0,Estonia,1,56,7,6,0,9
0,0,0.7,0,0,0,1,0,Estonia,1,50,6,1,0,10
1,0.8,0.8,0.75,0.25,0.75,1,0,Estonia,1,63,7,7,0,3
0,0.7,0.7,0.25,0.25,0.75,1,0,Estonia,0,45,6,7,0,5
0,0,0,0,0,0,1,0,Estonia,0,57,5,2,0,
0,0.3,0.4,0.25,0.25,0.75,1,0,Estonia,0,34,7,7,0,3
0,1,0.5,0.25,0.25,0.75,1,0,Estonia,0,44,5,5,1,5
1,1,0.7,0.75,1,1,1,0,Estonia,1,27,4,2,0,3
0,0.5,0.5,0,1,0.5,1,0,Estonia,1,68,2,2,0,5
0,,,0,0,0,1,0,Estonia,0,92,1,2,0,
0,0.5,0.3,0.25,0.25,0.75,1,0,Estonia,0,45,7,10,0,7
0,0.9,0.8,0.25,0.25,0.75,1,0,Estonia,0,39,7,9,0,10
0,0.7,0.4,0.25,0.25,0.75,1,0,Estonia,1,73,6,1,0,
1,0,0.5,0,0,0,1,0,Estonia,0,28,6,7,0,
1,0.3,0.5,0,0.5,0.75,1,0,Estonia,1,56,5,4,0,7
1,0.4,0.3,0,0.25,0.5,1,0,Estonia,0,36,4,2,0,6
0,0.2,0.3,0.25,0.25,0.25,1,0,Estonia,1,24,4,5,0,5
0,0.4,0.2,0,0.25,0.25,1,0,Estonia,0,52,4,4,0,
0,0.1,0.5,0,1,0,1,0,Estonia,0,35,7,4,0,0
1,0.3,0.2,0,0.25,0,1,0,Estonia,1,71,6,4,0,7
0,0.6,0.5,0.25,0.25,0.75,1,0,Estonia,0,26,5,8,0,
0,,0.4,0,0.5,0.75,1,0,Estonia,1,51,4,2,0,4
0,0.5,0.2,0.25,0.25,0.25,1,0,Estonia,0,50,7,5,0,5
1,0.9,0.8,0.25,0.25,0.75,1,0,Estonia,1,16,2,,0,
1,0,0.5,0,0,1,1,0,Estonia,0,39,7,7,0,
1,0.6,0.8,0.5,0.75,0.5,1,0,Estonia,0,22,4,10,0,5
1,0.3,0.5,0,0.75,0.25,1,0,Estonia,1,62,5,4,0,3
0,1,1,0.25,0.5,0.75,1,0,Estonia,1,55,7,10,0,9
0,0.4,0.5,0,0.5,0.75,1,0,Estonia,1,48,6,9,0,7
0,0,0.2,0.5,0.75,0.75,1,0,Estonia,0,59,5,1,0,
1,,0.5,0.25,0,0.5,1,0,Estonia,1,65,4,,0,6
1,0.2,0,0,0,1,1,0,Estonia,1,57,2,6,1,3
0,0.5,0.5,0.5,0.75,0.25,1,0,Estonia,1,72,4,1,0,5
0,0.5,0.8,0.5,0.25,1,1,0,Estonia,0,17,2,8,0,6
1,,0.1,0,0.75,0,1,0,Estonia,1,55,3,1,0,
0,0.1,0.5,0,0,0,1,0,Estonia,0,42,7,8,0,3
1,0.8,0.7,0.5,0.5,0.5,1,0,Estonia,1,55,7,6,0,6
0,0.5,0.3,0.25,0,0.5,1,0,Estonia,0,68,7,3,0,5
1,0.4,0.5,0.25,0.5,0.25,1,0,Estonia,0,15,2,4,0,4
0,0.5,0.5,0.5,0.25,0.75,1,0,Estonia,0,39,6,4,0,9
0,0.8,0.5,0,0.25,0.25,1,0,Estonia,1,67,4,5,0,5
0,0.5,0.1,0,0.25,0.25,1,0,Estonia,1,34,2,5,0,
0,0.5,0.8,0.75,0.5,0.75,1,0,Estonia,0,54,6,3,0,5
0,0.5,0.6,0.25,0.5,0.75,1,0,Estonia,1,27,6,10,0,6
0,0.8,0.9,0,0.25,0.75,1,0,Estonia,0,53,2,3,0,5
0,0.4,0.3,0.25,0.75,0.75,1,0,Estonia,0,16,2,5,0,7
0,0.3,0.5,0.75,0.5,0.75,1,0,Estonia,0,40,4,4,0,5
1,0.4,0.2,0,0.5,0.25,1,0,Estonia,0,29,4,9,0,5
0,,0,0,0.25,0,1,0,Estonia,0,47,7,7,0,
1,0.5,0.5,0,0.5,0.25,1,0,Estonia,0,29,4,3,0,5
0,0.3,0.5,0.25,0.75,0.25,1,0,Estonia,0,51,7,6,0,7
0,0.2,0.1,0,0,0,1,0,Estonia,0,44,4,2,0,5
0,0.5,0.4,0.5,1,1,1,0,Estonia,1,58,2,1,0,4
0,0.5,0.5,0.25,0.75,0.5,1,0,Estonia,0,35,4,2,0,5
0,0.5,0,0,0.25,0.5,1,0,Estonia,0,51,4,3,0,5
0,0.1,0.3,0,0,0,1,0,Estonia,0,49,4,4,0,5
0,0.7,0.5,0.25,0.5,0.5,1,0,Estonia,1,45,4,5,0,6
1,0.7,0.5,0.25,0,0.5,1,0,Estonia,1,57,5,7,0,6
0,0.6,0.5,0.5,0.75,0.25,1,0,Estonia,1,44,7,10,0,7
0,0.1,0.2,0.5,0.5,0.5,1,0,Estonia,1,49,6,10,0,10
0,0.5,0.6,0.25,0.5,0.75,1,0,Estonia,0,68,5,1,0,
1,0.6,0.4,0.25,0.25,1,1,0,Estonia,0,19,4,5,0,5
0,0.3,0.7,0,0.5,0.5,1,0,Estonia,0,49,7,10,0,8
0,0.7,0.6,0.25,0.75,0.75,1,0,Estonia,1,25,6,4,0,5
0,0.1,0.5,0,0,0.25,1,0,Estonia,0,67,7,4,0,4
0,0.5,0.6,0.25,0.25,0.25,1,0,Estonia,0,33,7,8,0,
1,0.4,0.4,0.25,0.5,0.25,1,0,Estonia,1,85,4,4,0,5
1,,0.3,0.5,0.25,0.5,1,0,Estonia,0,56,4,1,0,
0,0.8,0.6,0.5,0.5,0.75,1,0,Estonia,0,31,6,9,0,5
0,0.8,0.3,0.25,0.25,0.25,1,0,Estonia,1,34,3,8,0,5
1,0.7,0.7,0.75,0.75,0.75,1,0,Estonia,0,22,4,8,0,3
0,0,0,0,0,0.25,1,0,Estonia,0,41,5,2,0,5
0,0.4,0.5,0.5,0.5,0.5,1,0,Estonia,0,60,4,4,0,5
0,0.6,0.3,0,0,0,1,0,Estonia,1,56,7,9,0,3
0,0,0.1,0.25,0,0.25,1,0,Estonia,1,24,5,9,0,7
0,0.6,0.7,0.5,0.5,0.5,1,0,Estonia,0,26,7,7,0,5
1,0.5,0.7,0.5,0.25,0.75,1,0,Estonia,0,72,2,2,0,6
0,0.3,0.4,0.5,0.5,0.5,1,0,Estonia,1,31,5,8,0,6
1,0.5,0.4,0,0,0,1,0,Estonia,0,63,5,5,0,2
0,0.5,0.5,0.25,0.25,0.5,1,0,Estonia,0,44,6,,0,5
0,0,0.1,0.5,0.25,0.25,1,0,Estonia,0,68,4,2,0,5
0,0.3,0.7,0.25,0.25,0.25,1,0,Estonia,1,55,5,3,1,5
0,0,0,0,0,0.25,1,0,Estonia,0,26,4,7,0,
0,0.3,0.2,0,0.5,0.25,1,0,Estonia,0,42,4,2,0,5
0,0.8,0.9,0.25,0.25,0.75,1,0,Estonia,0,48,7,10,0,
0,0.3,0,0,0,0.5,1,0,Estonia,0,32,6,5,0,5
1,0.7,0.5,0,0.5,0.5,1,0,Estonia,0,40,4,7,0,5
0,0,0.6,0.25,0.5,0.5,1,0,Estonia,1,48,3,5,0,7
0,0.3,0.5,0.5,0.75,0.5,1,0,Estonia,1,50,7,8,0,6
0,0.4,0.3,0.5,0.5,0.5,1,0,Estonia,0,77,7,3,0,
0,0.4,0.2,0.25,0.25,0.25,1,0,Estonia,0,39,2,6,0,5
0,0.6,0.4,0.25,0.25,0.5,1,0,Estonia,0,32,6,3,0,6
1,0,0.4,0.25,0.25,0.25,1,0,Estonia,1,44,6,7,0,5
1,0.5,0.6,0.5,0.5,0.75,1,0,Estonia,1,18,2,,0,5
1,0.1,0.5,0,0,0.75,1,0,Estonia,1,29,5,9,0,4
0,0,0.5,0,0.25,0.75,1,0,Estonia,0,40,4,6,0,5
0,0.5,0.5,0.25,0.25,0.5,1,0,Estonia,0,67,7,9,0,9
0,0.1,0.8,0,0.75,0.25,1,0,Estonia,0,23,5,9,0,7
0,0.4,0.2,0.5,0.25,0.75,1,0,Estonia,1,43,5,9,0,6
0,0.3,0,0.25,,0.75,1,0,Estonia,0,60,7,4,0,8
0,0.3,0.5,0.5,0,0.25,1,0,Estonia,0,52,4,2,0,6
0,0.5,0.3,0.25,0.5,0.75,1,0,Estonia,1,36,5,6,0,7
1,0.8,0.3,0,0.25,0.25,1,0,Estonia,1,60,4,3,0,5
0,0.3,0.2,0.5,0.25,0.5,1,0,Estonia,0,69,7,3,0,5
1,0.5,0,0,0,0,1,0,Estonia,0,59,7,9,0,5
0,0,1,0,0,1,1,0,Estonia,1,34,4,10,0,5
1,0.1,,,,0.25,1,0,Estonia,0,81,1,1,0,
0,0.3,0.3,0.25,0.25,0.25,1,0,Estonia,1,29,4,7,0,5
0,0.7,0.6,0.25,0.25,0.25,1,0,Estonia,1,32,7,7,0,6
0,0.5,0.7,0.25,0.75,0.75,1,0,Estonia,1,47,6,10,0,8
0,0.8,0.7,0.25,0.75,0.75,1,0,Estonia,0,62,5,5,0,6
1,0.6,0.5,0.5,0.5,0.5,1,0,Estonia,0,31,7,9,0,6
0,0.5,0.5,0.25,0.25,0.25,1,0,Estonia,1,52,5,1,1,5
1,0.5,0.5,0.25,0.5,0.25,1,0,Estonia,1,30,6,5,0,1
1,0.1,0.3,0.25,0.25,0,1,0,Estonia,1,50,4,3,0,5
0,0.9,0.9,0.5,0.5,0.5,1,0,Estonia,1,41,4,1,0,5
1,0.3,0.8,0,0,0.25,1,0,Estonia,0,21,4,3,1,5
1,0,0,0.75,0.75,0.25,1,0,Estonia,1,57,4,4,0,
1,0.2,0.2,0.25,0.5,0.5,1,0,Estonia,0,19,4,5,0,5
1,0,0.1,0.25,0.5,0.25,1,0,Estonia,1,48,5,5,0,5
0,0.2,0.5,0.25,0.5,0.25,1,0,Estonia,1,30,4,4,0,5
1,0.8,0.3,1,0,0.75,1,0,Estonia,0,39,5,8,0,
0,0.6,0.6,0.25,0.25,0.25,1,0,Estonia,0,52,7,9,0,5
0,0.3,0.1,0,0.5,0.25,1,0,Estonia,0,35,6,9,0,7
